dateRep,cases,deaths,countriesAndTerritories,continentExp,gdp_per_capita,life_expectancy,population,tests_units,Smokers
5/14/2020,1121,135,Canada,America,44017.591,82.43,38454328,tests performed,28.6
5/13/2020,1176,176,Canada,America,44017.591,82.43,38454328,tests performed,28.6
5/12/2020,1133,122,Canada,America,44017.591,82.43,38454328,tests performed,28.6
5/11/2020,1146,178,Canada,America,44017.591,82.43,38454328,tests performed,28.6
5/10/2020,1268,124,Canada,America,44017.591,82.43,38454328,tests performed,28.6
5/9/2020,1512,161,Canada,America,44017.591,82.43,38454328,tests performed,28.6
5/8/2020,1426,176,Canada,America,44017.591,82.43,38454328,tests performed,28.6
5/7/2020,1450,189,Canada,America,44017.591,82.43,38454328,tests performed,28.6
5/6/2020,1274,189,Canada,America,44017.591,82.43,38454328,tests performed,28.6
5/5/2020,1298,172,Canada,America,44017.591,82.43,38454328,tests performed,28.6
5/4/2020,2760,116,Canada,America,44017.591,82.43,38454328,tests performed,28.6
5/3/2020,1653,175,Canada,America,44017.591,82.43,38454328,tests performed,28.6
5/2/2020,1825,207,Canada,America,44017.591,82.43,38454328,tests performed,28.6
5/1/2020,1649,188,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/30/2020,1572,137,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/29/2020,1526,152,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/28/2020,1605,147,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/27/2020,1543,95,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/26/2020,1464,163,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/25/2020,1778,156,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/24/2020,1920,172,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/23/2020,1766,140,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/22/2020,1590,144,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/21/2020,2046,110,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/20/2020,1436,113,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/19/2020,1469,158,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/18/2020,1791,116,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/17/2020,1717,183,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/16/2020,1318,107,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/15/2020,1383,123,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/14/2020,1298,63,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/13/2020,1064,64,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/12/2020,1168,84,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/11/2020,1385,60,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/10/2020,1474,74,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/9/2020,1391,55,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/8/2020,1230,57,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/7/2020,1157,43,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/6/2020,1614,49,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/5/2020,1363,44,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/4/2020,1251,49,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/3/2020,1673,29,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/2/2020,1059,13,Canada,America,44017.591,82.43,38454328,tests performed,28.6
4/1/2020,1112,7,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/31/2020,1169,28,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/30/2020,869,1,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/29/2020,711,7,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/28/2020,657,14,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/27/2020,633,4,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/26/2020,1426,8,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/25/2020,313,3,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/24/2020,216,4,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/23/2020,128,2,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/22/2020,331,6,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/21/2020,125,2,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/20/2020,156,1,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/19/2020,121,1,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/18/2020,145,4,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/17/2020,120,3,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/16/2020,60,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/15/2020,68,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/14/2020,38,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/13/2020,35,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/12/2020,10,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/11/2020,16,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/10/2020,15,1,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/9/2020,5,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/8/2020,6,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/7/2020,6,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/6/2020,12,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/5/2020,3,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/4/2020,3,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/3/2020,3,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/2/2020,4,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
3/1/2020,4,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/29/2020,2,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/28/2020,2,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/27/2020,1,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/26/2020,0,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/25/2020,2,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/24/2020,0,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/23/2020,0,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/22/2020,0,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/21/2020,1,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/20/2020,0,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/19/2020,0,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/18/2020,0,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/17/2020,0,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/16/2020,0,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/15/2020,1,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/14/2020,0,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/13/2020,0,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/12/2020,0,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/11/2020,0,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/10/2020,0,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/9/2020,0,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/8/2020,0,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/7/2020,2,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/6/2020,0,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/5/2020,1,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/4/2020,0,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/3/2020,0,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/2/2020,0,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
2/1/2020,1,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
1/31/2020,0,0,Canada,America,44017.591,82.43,38454328,tests performed,28.6
1/30/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/29/2020,1,0,Canada,America,44017.591,82.43,38454328,,28.6
1/28/2020,1,0,Canada,America,44017.591,82.43,38454328,,28.6
1/27/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/26/2020,1,0,Canada,America,44017.591,82.43,38454328,,28.6
1/25/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/24/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/23/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/22/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/21/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/20/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/19/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/18/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/17/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/16/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/15/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/14/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/13/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/12/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/11/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/10/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/9/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/8/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/7/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/6/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/5/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/4/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
1/3/2020,0,0,Canada,America,44017.591,82.43,38454328,,28.6
12/14/2020,19,0,Chad,Africa,1768.153,54.24,17723312,,
12/13/2020,6,0,Chad,Africa,1768.153,54.24,17723312,,
12/12/2020,6,0,Chad,Africa,1768.153,54.24,17723312,,
12/11/2020,7,0,Chad,Africa,1768.153,54.24,17723312,,
12/10/2020,3,0,Chad,Africa,1768.153,54.24,17723312,,
12/9/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
12/8/2020,3,0,Chad,Africa,1768.153,54.24,17723312,,
12/7/2020,3,0,Chad,Africa,1768.153,54.24,17723312,,
12/6/2020,3,0,Chad,Africa,1768.153,54.24,17723312,,
12/5/2020,11,0,Chad,Africa,1768.153,54.24,17723312,,
12/4/2020,3,0,Chad,Africa,1768.153,54.24,17723312,,
12/3/2020,5,0,Chad,Africa,1768.153,54.24,17723312,,
12/2/2020,12,1,Chad,Africa,1768.153,54.24,17723312,,
12/1/2020,6,0,Chad,Africa,1768.153,54.24,17723312,,
11/30/2020,19,0,Chad,Africa,1768.153,54.24,17723312,,
11/29/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
11/28/2020,2,0,Chad,Africa,1768.153,54.24,17723312,,
11/27/2020,6,0,Chad,Africa,1768.153,54.24,17723312,,
11/26/2020,6,0,Chad,Africa,1768.153,54.24,17723312,,
11/25/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
11/24/2020,6,0,Chad,Africa,1768.153,54.24,17723312,,
11/23/2020,9,0,Chad,Africa,1768.153,54.24,17723312,,
11/22/2020,7,0,Chad,Africa,1768.153,54.24,17723312,,
11/21/2020,6,0,Chad,Africa,1768.153,54.24,17723312,,
11/20/2020,4,0,Chad,Africa,1768.153,54.24,17723312,,
11/19/2020,8,0,Chad,Africa,1768.153,54.24,17723312,,
11/18/2020,5,0,Chad,Africa,1768.153,54.24,17723312,,
11/17/2020,6,0,Chad,Africa,1768.153,54.24,17723312,,
11/16/2020,6,1,Chad,Africa,1768.153,54.24,17723312,,
11/15/2020,2,0,Chad,Africa,1768.153,54.24,17723312,,
11/14/2020,24,1,Chad,Africa,1768.153,54.24,17723312,,
11/13/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
11/12/2020,4,0,Chad,Africa,1768.153,54.24,17723312,,
11/11/2020,10,0,Chad,Africa,1768.153,54.24,17723312,,
11/10/2020,4,0,Chad,Africa,1768.153,54.24,17723312,,
11/9/2020,4,0,Chad,Africa,1768.153,54.24,17723312,,
11/8/2020,5,0,Chad,Africa,1768.153,54.24,17723312,,
11/7/2020,9,0,Chad,Africa,1768.153,54.24,17723312,,
11/6/2020,12,0,Chad,Africa,1768.153,54.24,17723312,,
11/5/2020,4,1,Chad,Africa,1768.153,54.24,17723312,,
11/4/2020,14,0,Chad,Africa,1768.153,54.24,17723312,,
11/3/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
11/2/2020,15,0,Chad,Africa,1768.153,54.24,17723312,,
11/1/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
10/31/2020,10,1,Chad,Africa,1768.153,54.24,17723312,,
10/30/2020,5,0,Chad,Africa,1768.153,54.24,17723312,,
10/29/2020,8,1,Chad,Africa,1768.153,54.24,17723312,,
10/28/2020,19,0,Chad,Africa,1768.153,54.24,17723312,,
10/27/2020,4,0,Chad,Africa,1768.153,54.24,17723312,,
10/26/2020,3,0,Chad,Africa,1768.153,54.24,17723312,,
10/25/2020,11,0,Chad,Africa,1768.153,54.24,17723312,,
10/24/2020,13,0,Chad,Africa,1768.153,54.24,17723312,,
10/23/2020,6,0,Chad,Africa,1768.153,54.24,17723312,,
10/22/2020,5,3,Chad,Africa,1768.153,54.24,17723312,,
10/21/2020,9,0,Chad,Africa,1768.153,54.24,17723312,,
10/20/2020,11,0,Chad,Africa,1768.153,54.24,17723312,,
10/19/2020,14,0,Chad,Africa,1768.153,54.24,17723312,,
10/18/2020,4,0,Chad,Africa,1768.153,54.24,17723312,,
10/17/2020,11,1,Chad,Africa,1768.153,54.24,17723312,,
10/16/2020,21,0,Chad,Africa,1768.153,54.24,17723312,,
10/15/2020,8,0,Chad,Africa,1768.153,54.24,17723312,,
10/14/2020,13,0,Chad,Africa,1768.153,54.24,17723312,,
10/13/2020,4,0,Chad,Africa,1768.153,54.24,17723312,,
10/12/2020,13,0,Chad,Africa,1768.153,54.24,17723312,,
10/11/2020,17,2,Chad,Africa,1768.153,54.24,17723312,,
10/10/2020,12,1,Chad,Africa,1768.153,54.24,17723312,,
10/9/2020,11,1,Chad,Africa,1768.153,54.24,17723312,,
10/8/2020,13,0,Chad,Africa,1768.153,54.24,17723312,,
10/7/2020,15,2,Chad,Africa,1768.153,54.24,17723312,,
10/6/2020,6,0,Chad,Africa,1768.153,54.24,17723312,,
10/5/2020,3,1,Chad,Africa,1768.153,54.24,17723312,,
10/4/2020,3,0,Chad,Africa,1768.153,54.24,17723312,,
10/3/2020,8,0,Chad,Africa,1768.153,54.24,17723312,,
10/2/2020,3,0,Chad,Africa,1768.153,54.24,17723312,,
10/1/2020,7,0,Chad,Africa,1768.153,54.24,17723312,,
9/30/2020,8,0,Chad,Africa,1768.153,54.24,17723312,,
9/29/2020,7,1,Chad,Africa,1768.153,54.24,17723312,,
9/28/2020,1,1,Chad,Africa,1768.153,54.24,17723312,,
9/27/2020,2,0,Chad,Africa,1768.153,54.24,17723312,,
9/26/2020,4,1,Chad,Africa,1768.153,54.24,17723312,,
9/25/2020,7,0,Chad,Africa,1768.153,54.24,17723312,,
9/24/2020,9,1,Chad,Africa,1768.153,54.24,17723312,,
9/23/2020,2,0,Chad,Africa,1768.153,54.24,17723312,,
9/22/2020,2,0,Chad,Africa,1768.153,54.24,17723312,,
9/21/2020,2,0,Chad,Africa,1768.153,54.24,17723312,,
9/20/2020,2,0,Chad,Africa,1768.153,54.24,17723312,,
9/19/2020,32,0,Chad,Africa,1768.153,54.24,17723312,,
9/18/2020,25,0,Chad,Africa,1768.153,54.24,17723312,,
9/17/2020,3,0,Chad,Africa,1768.153,54.24,17723312,,
9/16/2020,2,0,Chad,Africa,1768.153,54.24,17723312,,
9/15/2020,1,1,Chad,Africa,1768.153,54.24,17723312,,
9/14/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
9/13/2020,2,1,Chad,Africa,1768.153,54.24,17723312,,
9/12/2020,30,0,Chad,Africa,1768.153,54.24,17723312,,
9/11/2020,3,0,Chad,Africa,1768.153,54.24,17723312,,
9/10/2020,3,0,Chad,Africa,1768.153,54.24,17723312,,
9/9/2020,5,0,Chad,Africa,1768.153,54.24,17723312,,
9/8/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
9/7/2020,5,2,Chad,Africa,1768.153,54.24,17723312,,
9/6/2020,11,0,Chad,Africa,1768.153,54.24,17723312,,
9/5/2020,5,0,Chad,Africa,1768.153,54.24,17723312,,
9/4/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
9/3/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
9/2/2020,4,0,Chad,Africa,1768.153,54.24,17723312,,
9/1/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
8/31/2020,4,0,Chad,Africa,1768.153,54.24,17723312,,
8/30/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
8/29/2020,4,0,Chad,Africa,1768.153,54.24,17723312,,
8/28/2020,6,0,Chad,Africa,1768.153,54.24,17723312,,
8/27/2020,3,0,Chad,Africa,1768.153,54.24,17723312,,
8/26/2020,8,1,Chad,Africa,1768.153,54.24,17723312,,
8/25/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
8/24/2020,4,0,Chad,Africa,1768.153,54.24,17723312,,
8/23/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
8/22/2020,9,0,Chad,Africa,1768.153,54.24,17723312,,
8/21/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
8/20/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
8/19/2020,11,0,Chad,Africa,1768.153,54.24,17723312,,
8/18/2020,3,0,Chad,Africa,1768.153,54.24,17723312,,
8/17/2020,4,0,Chad,Africa,1768.153,54.24,17723312,,
8/16/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
8/15/2020,2,0,Chad,Africa,1768.153,54.24,17723312,,
8/14/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
8/13/2020,3,0,Chad,Africa,1768.153,54.24,17723312,,
8/12/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
8/11/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
8/10/2020,2,0,Chad,Africa,1768.153,54.24,17723312,,
8/9/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
8/8/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
8/7/2020,3,1,Chad,Africa,1768.153,54.24,17723312,,
8/6/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
8/5/2020,2,0,Chad,Africa,1768.153,54.24,17723312,,
8/4/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
8/3/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
8/2/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
8/1/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
7/31/2020,9,0,Chad,Africa,1768.153,54.24,17723312,,
7/30/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
7/29/2020,4,0,Chad,Africa,1768.153,54.24,17723312,,
7/28/2020,7,0,Chad,Africa,1768.153,54.24,17723312,,
7/27/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
7/26/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
7/25/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
7/24/2020,26,0,Chad,Africa,1768.153,54.24,17723312,,
7/23/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
7/22/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
7/21/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
7/20/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
7/19/2020,2,0,Chad,Africa,1768.153,54.24,17723312,,
7/18/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
7/17/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
7/16/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
7/15/2020,4,0,Chad,Africa,1768.153,54.24,17723312,,
7/14/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
7/13/2020,6,1,Chad,Africa,1768.153,54.24,17723312,,
7/12/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
7/11/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
7/10/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
7/9/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
7/8/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
7/7/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
7/6/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
7/5/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
7/4/2020,3,0,Chad,Africa,1768.153,54.24,17723312,,
7/3/2020,2,0,Chad,Africa,1768.153,54.24,17723312,,
7/2/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
7/1/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
6/30/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
6/29/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
6/28/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
6/27/2020,2,0,Chad,Africa,1768.153,54.24,17723312,,
6/26/2020,3,0,Chad,Africa,1768.153,54.24,17723312,,
6/25/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
6/24/2020,2,0,Chad,Africa,1768.153,54.24,17723312,,
6/23/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
6/22/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
6/21/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
6/20/2020,4,0,Chad,Africa,1768.153,54.24,17723312,,
6/19/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
6/18/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
6/17/2020,3,1,Chad,Africa,1768.153,54.24,17723312,,
6/16/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
6/15/2020,2,1,Chad,Africa,1768.153,54.24,17723312,,
6/14/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
6/13/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
6/12/2020,2,0,Chad,Africa,1768.153,54.24,17723312,,
6/11/2020,2,1,Chad,Africa,1768.153,54.24,17723312,,
6/10/2020,5,1,Chad,Africa,1768.153,54.24,17723312,,
6/9/2020,2,1,Chad,Africa,1768.153,54.24,17723312,,
6/8/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
6/7/2020,0,1,Chad,Africa,1768.153,54.24,17723312,,
6/6/2020,8,2,Chad,Africa,1768.153,54.24,17723312,,
6/5/2020,8,0,Chad,Africa,1768.153,54.24,17723312,,
6/4/2020,17,0,Chad,Africa,1768.153,54.24,17723312,,
6/3/2020,13,0,Chad,Africa,1768.153,54.24,17723312,,
6/2/2020,12,1,Chad,Africa,1768.153,54.24,17723312,,
6/1/2020,19,0,Chad,Africa,1768.153,54.24,17723312,,
5/31/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
5/30/2020,33,0,Chad,Africa,1768.153,54.24,17723312,,
5/29/2020,11,1,Chad,Africa,1768.153,54.24,17723312,,
5/28/2020,15,2,Chad,Africa,1768.153,54.24,17723312,,
5/27/2020,13,1,Chad,Africa,1768.153,54.24,17723312,,
5/26/2020,12,1,Chad,Africa,1768.153,54.24,17723312,,
5/25/2020,27,0,Chad,Africa,1768.153,54.24,17723312,,
5/24/2020,37,1,Chad,Africa,1768.153,54.24,17723312,,
5/23/2020,23,1,Chad,Africa,1768.153,54.24,17723312,,
5/22/2020,23,1,Chad,Africa,1768.153,54.24,17723312,,
5/21/2020,20,1,Chad,Africa,1768.153,54.24,17723312,,
5/20/2020,26,3,Chad,Africa,1768.153,54.24,17723312,,
5/19/2020,16,0,Chad,Africa,1768.153,54.24,17723312,,
5/18/2020,29,3,Chad,Africa,1768.153,54.24,17723312,,
5/17/2020,46,2,Chad,Africa,1768.153,54.24,17723312,,
5/16/2020,29,2,Chad,Africa,1768.153,54.24,17723312,,
5/15/2020,27,4,Chad,Africa,1768.153,54.24,17723312,,
5/14/2020,15,2,Chad,Africa,1768.153,54.24,17723312,,
5/13/2020,35,9,Chad,Africa,1768.153,54.24,17723312,,
5/12/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
5/11/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
5/10/2020,62,3,Chad,Africa,1768.153,54.24,17723312,,
5/9/2020,7,1,Chad,Africa,1768.153,54.24,17723312,,
5/8/2020,83,10,Chad,Africa,1768.153,54.24,17723312,,
5/7/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
5/6/2020,53,7,Chad,Africa,1768.153,54.24,17723312,,
5/5/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
5/4/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
5/3/2020,44,5,Chad,Africa,1768.153,54.24,17723312,,
5/2/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
5/1/2020,21,3,Chad,Africa,1768.153,54.24,17723312,,
4/30/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
4/29/2020,6,2,Chad,Africa,1768.153,54.24,17723312,,
4/28/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
4/27/2020,6,0,Chad,Africa,1768.153,54.24,17723312,,
4/26/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
4/25/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
4/24/2020,6,0,Chad,Africa,1768.153,54.24,17723312,,
4/23/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
4/22/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
4/21/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
4/20/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
4/19/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
4/18/2020,6,0,Chad,Africa,1768.153,54.24,17723312,,
4/17/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
4/16/2020,4,0,Chad,Africa,1768.153,54.24,17723312,,
4/15/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
4/14/2020,8,0,Chad,Africa,1768.153,54.24,17723312,,
4/13/2020,4,0,Chad,Africa,1768.153,54.24,17723312,,
4/12/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
4/11/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
4/10/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
4/9/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
4/8/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
4/7/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
4/6/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
4/5/2020,1,0,Chad,Africa,1768.153,54.24,17723312,,
4/4/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
4/3/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
4/2/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
4/1/2020,0,0,Chad,Africa,1768.153,54.24,17723312,,
3/31/2020,2,0,Chad,Africa,1768.153,54.24,17723312,,
