dateRep;month;countriesAndTerritories;continentExp;cases;deaths;life_expectancy;population
12/5/2020;5;Montenegro;Europe;0;0; 76.88 ; 627082.0 
11/5/2020;5;Montenegro;Europe;0;1; 76.88 ; 627082.0 
10/5/2020;5;Montenegro;Europe;0;0; 76.88 ; 627082.0 
9/5/2020;5;Montenegro;Europe;0;0; 76.88 ; 627082.0 
8/5/2020;5;Montenegro;Europe;0;0; 76.88 ; 627082.0 
7/5/2020;5;Montenegro;Europe;0;0; 76.88 ; 627082.0 
6/5/2020;5;Montenegro;Europe;1;0; 76.88 ; 627082.0 
5/5/2020;5;Montenegro;Europe;1;0; 76.88 ; 627082.0 
4/5/2020;5;Montenegro;Europe;0;1; 76.88 ; 627082.0 
3/5/2020;5;Montenegro;Europe;0;0; 76.88 ; 627082.0 
2/5/2020;5;Montenegro;Europe;0;0; 76.88 ; 627082.0 
1/5/2020;5;Montenegro;Europe;0;0; 76.88 ; 627082.0 
30/4/2020;4;Montenegro;Europe;1;0; 76.88 ; 627082.0 
29/4/2020;4;Montenegro;Europe;0;0; 76.88 ; 627082.0 
28/4/2020;4;Montenegro;Europe;0;0; 76.88 ; 627082.0 
27/4/2020;4;Montenegro;Europe;1;1; 76.88 ; 627082.0 
26/4/2020;4;Montenegro;Europe;1;0; 76.88 ; 627082.0 
25/4/2020;4;Montenegro;Europe;0;1; 76.88 ; 627082.0 
24/4/2020;4;Montenegro;Europe;4;0; 76.88 ; 627082.0 
23/4/2020;4;Montenegro;Europe;2;0; 76.88 ; 627082.0 
22/4/2020;4;Montenegro;Europe;1;0; 76.88 ; 627082.0 
21/4/2020;4;Montenegro;Europe;4;0; 76.88 ; 627082.0 
20/4/2020;4;Montenegro;Europe;1;0; 76.88 ; 627082.0 
19/4/2020;4;Montenegro;Europe;4;1; 76.88 ; 627082.0 
18/4/2020;4;Montenegro;Europe;0;0; 76.88 ; 627082.0 
17/4/2020;4;Montenegro;Europe;15;0; 76.88 ; 627082.0 
16/4/2020;4;Montenegro;Europe;5;0; 76.88 ; 627082.0 
15/4/2020;4;Montenegro;Europe;9;1; 76.88 ; 627082.0 
14/4/2020;4;Montenegro;Europe;2;0; 76.88 ; 627082.0 
13/4/2020;4;Montenegro;Europe;9;1; 76.88 ; 627082.0 
12/4/2020;4;Montenegro;Europe;6;0; 76.88 ; 627082.0 
11/4/2020;4;Montenegro;Europe;5;0; 76.88 ; 627082.0 
10/4/2020;4;Montenegro;Europe;3;0; 76.88 ; 627082.0 
9/4/2020;4;Montenegro;Europe;8;0; 76.88 ; 627082.0 
8/4/2020;4;Montenegro;Europe;8;0; 76.88 ; 627082.0 
7/4/2020;4;Montenegro;Europe;19;0; 76.88 ; 627082.0 
6/4/2020;4;Montenegro;Europe;13;0; 76.88 ; 627082.0 
5/4/2020;4;Montenegro;Europe;27;0; 76.88 ; 627082.0 
4/4/2020;4;Montenegro;Europe;30;0; 76.88 ; 627082.0 
3/4/2020;4;Montenegro;Europe;21;1; 76.88 ; 627082.0 
2/4/2020;4;Montenegro;Europe;14;0; 76.88 ; 627082.0 
1/4/2020;4;Montenegro;Europe;18;0; 76.88 ; 627082.0 
31/3/2020;3;Montenegro;Europe;6;0; 76.88 ; 627082.0 
30/3/2020;3;Montenegro;Europe;1;0; 76.88 ; 627082.0 
29/3/2020;3;Montenegro;Europe;9;0; 76.88 ; 627082.0 
28/3/2020;3;Montenegro;Europe;8;0; 76.88 ; 627082.0 
27/3/2020;3;Montenegro;Europe;14;1; 76.88 ; 627082.0 
26/3/2020;3;Montenegro;Europe;6;0; 76.88 ; 627082.0 
25/3/2020;3;Montenegro;Europe;20;0; 76.88 ; 627082.0 
24/3/2020;3;Montenegro;Europe;6;0; 76.88 ; 627082.0 
23/3/2020;3;Montenegro;Europe;7;0; 76.88 ; 627082.0 
22/3/2020;3;Montenegro;Europe;0;0; 76.88 ; 627082.0 
21/3/2020;3;Montenegro;Europe;1;0; 76.88 ; 627082.0 
20/3/2020;3;Montenegro;Europe;5;0; 76.88 ; 627082.0 
19/3/2020;3;Montenegro;Europe;6;0; 76.88 ; 627082.0 
18/3/2020;3;Montenegro;Europe;2;0; 76.88 ; 627082.0 
14/12/2020;12;Montserrat;America;0;0; 74.16 ; 4413.0 
13/12/2020;12;Montserrat;America;0;0; 74.16 ; 4413.0 
12/12/2020;12;Montserrat;America;0;0; 74.16 ; 4413.0 
11/12/2020;12;Montserrat;America;0;0; 74.16 ; 4413.0 
10/12/2020;12;Montserrat;America;0;0; 74.16 ; 4413.0 
9/12/2020;12;Montserrat;America;0;0; 74.16 ; 4413.0 
8/12/2020;12;Montserrat;America;0;0; 74.16 ; 4413.0 
7/12/2020;12;Montserrat;America;0;0; 74.16 ; 4413.0 
6/12/2020;12;Montserrat;America;0;0; 74.16 ; 4413.0 
5/12/2020;12;Montserrat;America;0;0; 74.16 ; 4413.0 
4/12/2020;12;Montserrat;America;0;0; 74.16 ; 4413.0 
3/12/2020;12;Montserrat;America;0;0; 74.16 ; 4413.0 
2/12/2020;12;Montserrat;America;0;0; 74.16 ; 4413.0 
1/12/2020;12;Montserrat;America;0;0; 74.16 ; 4413.0 
30/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
29/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
28/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
27/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
26/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
25/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
24/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
23/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
22/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
21/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
20/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
19/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
18/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
17/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
16/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
15/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
14/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
13/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
12/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
11/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
10/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
9/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
8/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
7/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
6/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
5/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
4/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
3/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
2/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
1/11/2020;11;Montserrat;America;0;0; 74.16 ; 4413.0 
31/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
30/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
29/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
28/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
27/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
26/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
25/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
24/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
23/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
22/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
21/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
20/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
19/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
18/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
17/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
16/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
15/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
14/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
13/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
12/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
11/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
10/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
9/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
8/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
7/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
6/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
5/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
4/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
3/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
2/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
1/10/2020;10;Montserrat;America;0;0; 74.16 ; 4413.0 
30/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
29/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
28/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
27/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
26/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
25/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
24/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
23/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
22/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
21/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
20/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
19/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
18/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
17/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
16/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
15/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
14/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
13/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
12/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
11/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
10/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
9/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
8/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
7/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
6/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
5/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
4/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
3/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
2/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
1/9/2020;9;Montserrat;America;0;0; 74.16 ; 4413.0 
31/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
30/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
29/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
28/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
27/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
26/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
25/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
24/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
23/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
22/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
21/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
20/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
19/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
18/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
17/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
16/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
15/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
14/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
13/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
12/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
11/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
10/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
9/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
8/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
7/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
6/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
5/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
4/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
3/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
2/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
1/8/2020;8;Montserrat;America;0;0; 74.16 ; 4413.0 
31/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
30/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
29/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
28/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
27/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
26/7/2020;7;Montserrat;America;1;0; 74.16 ; 4413.0 
25/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
24/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
23/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
22/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
21/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
20/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
19/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
18/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
17/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
16/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
15/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
14/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
13/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
12/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
11/7/2020;7;Montserrat;America;1;0; 74.16 ; 4413.0 
10/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
9/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
8/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
7/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
6/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
5/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
4/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
3/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
2/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
1/7/2020;7;Montserrat;America;0;0; 74.16 ; 4413.0 
30/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
29/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
28/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
27/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
26/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
25/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
24/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
23/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
22/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
21/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
20/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
19/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
18/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
17/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
16/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
15/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
14/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
13/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
12/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
11/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
10/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
9/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
8/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
7/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
6/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
5/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
4/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
3/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
2/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
1/6/2020;6;Montserrat;America;0;0; 74.16 ; 4413.0 
31/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
30/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
29/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
28/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
27/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
26/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
25/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
24/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
23/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
22/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
21/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
20/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
19/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
18/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
17/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
16/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
15/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
14/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
13/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
12/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
11/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
10/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
9/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
8/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
7/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
6/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
5/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
4/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
3/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
2/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
1/5/2020;5;Montserrat;America;0;0; 74.16 ; 4413.0 
30/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
29/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
28/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
27/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
26/4/2020;4;Montserrat;America;0;1; 74.16 ; 4413.0 
25/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
24/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
23/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
22/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
21/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
20/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
19/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
18/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
17/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
16/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
15/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
14/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
13/4/2020;4;Montserrat;America;2;0; 74.16 ; 4413.0 
12/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
11/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
10/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
9/4/2020;4;Montserrat;America;3;0; 74.16 ; 4413.0 
8/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
7/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
6/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
5/4/2020;4;Montserrat;America;1;0; 74.16 ; 4413.0 
4/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
3/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
2/4/2020;4;Montserrat;America;0;0; 74.16 ; 4413.0 
31/3/2020;3;Montserrat;America;0;0; 74.16 ; 4413.0 
30/3/2020;3;Montserrat;America;0;0; 74.16 ; 4413.0 
29/3/2020;3;Montserrat;America;0;0; 74.16 ; 4413.0 
28/3/2020;3;Montserrat;America;0;0; 74.16 ; 4413.0 
27/3/2020;3;Montserrat;America;4;0; 74.16 ; 4413.0 
26/3/2020;3;Montserrat;America;0;0; 74.16 ; 4413.0 
25/3/2020;3;Montserrat;America;0;0; 74.16 ; 4413.0 
24/3/2020;3;Montserrat;America;0;0; 74.16 ; 4413.0 
23/3/2020;3;Montserrat;America;0;0; 74.16 ; 4413.0 
22/3/2020;3;Montserrat;America;0;0; 74.16 ; 4413.0 
21/3/2020;3;Montserrat;America;1;0; 74.16 ; 4413.0 
14/12/2020;12;Morocco;Africa;2012;35; 76.68 ; 37457976.0 
13/12/2020;12;Morocco;Africa;3033;47; 76.68 ; 37457976.0 
12/12/2020;12;Morocco;Africa;3035;50; 76.68 ; 37457976.0 
11/12/2020;12;Morocco;Africa;3345;65; 76.68 ; 37457976.0 
10/12/2020;12;Morocco;Africa;4096;57; 76.68 ; 37457976.0 
9/12/2020;12;Morocco;Africa;2900;50; 76.68 ; 37457976.0 
8/12/2020;12;Morocco;Africa;1531;75; 76.68 ; 37457976.0 
7/12/2020;12;Morocco;Africa;2919;61; 76.68 ; 37457976.0 
6/12/2020;12;Morocco;Africa;4118;48; 76.68 ; 37457976.0 
5/12/2020;12;Morocco;Africa;3996;73; 76.68 ; 37457976.0 
4/12/2020;12;Morocco;Africa;4434;78; 76.68 ; 37457976.0 
3/12/2020;12;Morocco;Africa;4346;70; 76.68 ; 37457976.0 
2/12/2020;12;Morocco;Africa;3508;69; 76.68 ; 37457976.0 
1/12/2020;12;Morocco;Africa;2533;57; 76.68 ; 37457976.0 
30/11/2020;11;Morocco;Africa;4115;50; 76.68 ; 37457976.0 
29/11/2020;11;Morocco;Africa;4412;50; 76.68 ; 37457976.0 
28/11/2020;11;Morocco;Africa;4592;70; 76.68 ; 37457976.0 
27/11/2020;11;Morocco;Africa;4178;80; 76.68 ; 37457976.0 
26/11/2020;11;Morocco;Africa;4979;70; 76.68 ; 37457976.0 
25/11/2020;11;Morocco;Africa;3999;73; 76.68 ; 37457976.0 
24/11/2020;11;Morocco;Africa;6566;140; 76.68 ; 37457976.0 
23/11/2020;11;Morocco;Africa;0;0; 76.68 ; 37457976.0 
22/11/2020;11;Morocco;Africa;4702;74; 76.68 ; 37457976.0 
21/11/2020;11;Morocco;Africa;4706;92; 76.68 ; 37457976.0 
20/11/2020;11;Morocco;Africa;4559;77; 76.68 ; 37457976.0 
19/11/2020;11;Morocco;Africa;5391;81; 76.68 ; 37457976.0 
18/11/2020;11;Morocco;Africa;5415;82; 76.68 ; 37457976.0 
17/11/2020;11;Morocco;Africa;3012;71; 76.68 ; 37457976.0 
16/11/2020;11;Morocco;Africa;4966;82; 76.68 ; 37457976.0 
15/11/2020;11;Morocco;Africa;5875;66; 76.68 ; 37457976.0 
14/11/2020;11;Morocco;Africa;5515;61; 76.68 ; 37457976.0 
13/11/2020;11;Morocco;Africa;6195;64; 76.68 ; 37457976.0 
12/11/2020;11;Morocco;Africa;5461;81; 76.68 ; 37457976.0 
11/11/2020;11;Morocco;Africa;5214;69; 76.68 ; 37457976.0 
10/11/2020;11;Morocco;Africa;3170;84; 76.68 ; 37457976.0 
9/11/2020;11;Morocco;Africa;4596;75; 76.68 ; 37457976.0 
8/11/2020;11;Morocco;Africa;5836;70; 76.68 ; 37457976.0 
7/11/2020;11;Morocco;Africa;5398;68; 76.68 ; 37457976.0 
6/11/2020;11;Morocco;Africa;5641;77; 76.68 ; 37457976.0 
5/11/2020;11;Morocco;Africa;5745;82; 76.68 ; 37457976.0 
4/11/2020;11;Morocco;Africa;4495;74; 76.68 ; 37457976.0 
3/11/2020;11;Morocco;Africa;2526;64; 76.68 ; 37457976.0 
2/11/2020;11;Morocco;Africa;3460;67; 76.68 ; 37457976.0 
1/11/2020;11;Morocco;Africa;3790;70; 76.68 ; 37457976.0 
31/10/2020;10;Morocco;Africa;3256;53; 76.68 ; 37457976.0 
30/10/2020;10;Morocco;Africa;4320;66; 76.68 ; 37457976.0 
29/10/2020;10;Morocco;Africa;3985;61; 76.68 ; 37457976.0 
28/10/2020;10;Morocco;Africa;3988;72; 76.68 ; 37457976.0 
27/10/2020;10;Morocco;Africa;2264;72; 76.68 ; 37457976.0 
26/10/2020;10;Morocco;Africa;3020;46; 76.68 ; 37457976.0 
25/10/2020;10;Morocco;Africa;4045;50; 76.68 ; 37457976.0 
24/10/2020;10;Morocco;Africa;3685;73; 76.68 ; 37457976.0 
23/10/2020;10;Morocco;Africa;4151;35; 76.68 ; 37457976.0 
22/10/2020;10;Morocco;Africa;3577;70; 76.68 ; 37457976.0 
21/10/2020;10;Morocco;Africa;3254;51; 76.68 ; 37457976.0 
20/10/2020;10;Morocco;Africa;2117;48; 76.68 ; 37457976.0 
19/10/2020;10;Morocco;Africa;2721;50; 76.68 ; 37457976.0 
18/10/2020;10;Morocco;Africa;3763;60; 76.68 ; 37457976.0 
17/10/2020;10;Morocco;Africa;3498;46; 76.68 ; 37457976.0 
16/10/2020;10;Morocco;Africa;3317;46; 76.68 ; 37457976.0 
15/10/2020;10;Morocco;Africa;3387;41; 76.68 ; 37457976.0 
14/10/2020;10;Morocco;Africa;3185;49; 76.68 ; 37457976.0 
13/10/2020;10;Morocco;Africa;1357;31; 76.68 ; 37457976.0 
12/10/2020;10;Morocco;Africa;2563;33; 76.68 ; 37457976.0 
11/10/2020;10;Morocco;Africa;3443;42; 76.68 ; 37457976.0 
10/10/2020;10;Morocco;Africa;3445;44; 76.68 ; 37457976.0 
