dateRep;countriesAndTerritories;cases;deaths;life_expectancy;population
19/6/2020;Comoros;13;2;64.32;836783
18/6/2020;Comoros;0;0;64.32;836783
17/6/2020;Comoros;21;1;64.32;836783
16/6/2020;Comoros;0;0;64.32;836783
15/6/2020;Comoros;0;0;64.32;836783
14/6/2020;Comoros;14;0;64.32;836783
13/6/2020;Comoros;0;0;64.32;836783
12/6/2020;Comoros;0;0;64.32;836783
11/6/2020;Comoros;0;0;64.32;836783
10/6/2020;Comoros;21;0;64.32;836783
9/6/2020;Comoros;0;0;64.32;836783
8/6/2020;Comoros;0;0;64.32;836783
7/6/2020;Comoros;9;0;64.32;836783
6/6/2020;Comoros;0;0;64.32;836783
5/6/2020;Comoros;0;0;64.32;836783
4/6/2020;Comoros;0;0;64.32;836783
3/6/2020;Comoros;26;0;64.32;836783
2/6/2020;Comoros;0;0;64.32;836783
1/6/2020;Comoros;0;0;64.32;836783
31/5/2020;Comoros;19;0;64.32;836783
30/5/2020;Comoros;0;0;64.32;836783
29/5/2020;Comoros;0;0;64.32;836783
28/5/2020;Comoros;0;1;64.32;836783
27/5/2020;Comoros;0;0;64.32;836783
26/5/2020;Comoros;0;0;64.32;836783
25/5/2020;Comoros;9;0;64.32;836783
24/5/2020;Comoros;0;0;64.32;836783
23/5/2020;Comoros;44;0;64.32;836783
22/5/2020;Comoros;0;0;64.32;836783
21/5/2020;Comoros;0;0;64.32;836783
20/5/2020;Comoros;23;0;64.32;836783
19/5/2020;Comoros;0;0;64.32;836783
18/5/2020;Comoros;0;0;64.32;836783
17/5/2020;Comoros;0;0;64.32;836783
16/5/2020;Comoros;0;0;64.32;836783
15/5/2020;Comoros;0;0;64.32;836783
14/5/2020;Comoros;0;0;64.32;836783
13/5/2020;Comoros;0;0;64.32;836783
12/5/2020;Comoros;0;0;64.32;836783
11/5/2020;Comoros;0;0;64.32;836783
10/5/2020;Comoros;3;0;64.32;836783
9/5/2020;Comoros;0;0;64.32;836783
8/5/2020;Comoros;0;0;64.32;836783
7/5/2020;Comoros;4;0;64.32;836783
6/5/2020;Comoros;0;0;64.32;836783
5/5/2020;Comoros;1;1;64.32;836783
4/5/2020;Comoros;2;0;64.32;836783
3/5/2020;Comoros;0;0;64.32;836783
2/5/2020;Comoros;1;0;64.32;836783
14/12/2020;Congo;0;0;64.57;5970430
13/12/2020;Congo;0;0;64.57;5970430
12/12/2020;Congo;0;0;64.57;5970430
11/12/2020;Congo;0;0;64.57;5970430
10/12/2020;Congo;275;5;64.57;5970430
9/12/2020;Congo;0;0;64.57;5970430
8/12/2020;Congo;0;0;64.57;5970430
7/12/2020;Congo;0;0;64.57;5970430
6/12/2020;Congo;0;0;64.57;5970430
5/12/2020;Congo;0;0;64.57;5970430
4/12/2020;Congo;0;0;64.57;5970430
3/12/2020;Congo;0;0;64.57;5970430
2/12/2020;Congo;0;0;64.57;5970430
1/12/2020;Congo;0;0;64.57;5970430
30/11/2020;Congo;0;0;64.57;5970430
29/11/2020;Congo;0;0;64.57;5970430
28/11/2020;Congo;142;1;64.57;5970430
27/11/2020;Congo;0;1;64.57;5970430
26/11/2020;Congo;0;0;64.57;5970430
25/11/2020;Congo;0;0;64.57;5970430
24/11/2020;Congo;0;0;64.57;5970430
23/11/2020;Congo;0;0;64.57;5970430
22/11/2020;Congo;0;0;64.57;5970430
21/11/2020;Congo;117;0;64.57;5970430
20/11/2020;Congo;0;0;64.57;5970430
19/11/2020;Congo;0;0;64.57;5970430
18/11/2020;Congo;0;0;64.57;5970430
17/11/2020;Congo;136;0;64.57;5970430
16/11/2020;Congo;0;0;64.57;5970430
15/11/2020;Congo;0;0;64.57;5970430
14/11/2020;Congo;0;0;64.57;5970430
13/11/2020;Congo;0;0;64.57;5970430
12/11/2020;Congo;0;0;64.57;5970430
11/11/2020;Congo;0;0;64.57;5970430
10/11/2020;Congo;0;0;64.57;5970430
9/11/2020;Congo;0;0;64.57;5970430
8/11/2020;Congo;0;0;64.57;5970430
7/11/2020;Congo;0;0;64.57;5970430
6/11/2020;Congo;0;0;64.57;5970430
5/11/2020;Congo;31;0;64.57;5970430
4/11/2020;Congo;58;0;64.57;5970430
3/11/2020;Congo;0;0;64.57;5970430
2/11/2020;Congo;0;0;64.57;5970430
1/11/2020;Congo;0;0;64.57;5970430
31/10/2020;Congo;0;0;64.57;5970430
30/10/2020;Congo;37;0;64.57;5970430
29/10/2020;Congo;0;0;64.57;5970430
28/10/2020;Congo;0;0;64.57;5970430
27/10/2020;Congo;0;0;64.57;5970430
26/10/2020;Congo;0;0;64.57;5970430
25/10/2020;Congo;97;0;64.57;5970430
24/10/2020;Congo;0;0;64.57;5970430
23/10/2020;Congo;0;0;64.57;5970430
22/10/2020;Congo;0;0;64.57;5970430
21/10/2020;Congo;0;0;64.57;5970430
20/10/2020;Congo;0;0;64.57;5970430
19/10/2020;Congo;0;0;64.57;5970430
18/10/2020;Congo;0;0;64.57;5970430
17/10/2020;Congo;0;0;64.57;5970430
16/10/2020;Congo;0;0;64.57;5970430
15/10/2020;Congo;0;0;64.57;5970430
14/10/2020;Congo;38;2;64.57;5970430
13/10/2020;Congo;0;0;64.57;5970430
12/10/2020;Congo;0;0;64.57;5970430
11/10/2020;Congo;0;0;64.57;5970430
10/10/2020;Congo;0;0;64.57;5970430
9/10/2020;Congo;0;0;64.57;5970430
8/10/2020;Congo;29;1;64.57;5970430
7/10/2020;Congo;0;0;64.57;5970430
6/10/2020;Congo;0;0;64.57;5970430
5/10/2020;Congo;0;0;64.57;5970430
4/10/2020;Congo;0;0;64.57;5970430
3/10/2020;Congo;0;0;64.57;5970430
2/10/2020;Congo;0;0;64.57;5970430
1/10/2020;Congo;0;0;64.57;5970430
30/9/2020;Congo;0;0;64.57;5970430
29/9/2020;Congo;81;0;64.57;5970430
28/9/2020;Congo;0;0;64.57;5970430
27/9/2020;Congo;3;0;64.57;5970430
26/9/2020;Congo;0;0;64.57;5970430
25/9/2020;Congo;0;0;64.57;5970430
24/9/2020;Congo;3;0;64.57;5970430
23/9/2020;Congo;0;0;64.57;5970430
22/9/2020;Congo;16;0;64.57;5970430
21/9/2020;Congo;0;0;64.57;5970430
20/9/2020;Congo;6;0;64.57;5970430
19/9/2020;Congo;0;0;64.57;5970430
18/9/2020;Congo;46;1;64.57;5970430
17/9/2020;Congo;0;0;64.57;5970430
16/9/2020;Congo;0;0;64.57;5970430
15/9/2020;Congo;0;0;64.57;5970430
14/9/2020;Congo;6;0;64.57;5970430
13/9/2020;Congo;0;0;64.57;5970430
12/9/2020;Congo;37;5;64.57;5970430
11/9/2020;Congo;0;0;64.57;5970430
10/9/2020;Congo;0;0;64.57;5970430
9/9/2020;Congo;0;0;64.57;5970430
8/9/2020;Congo;263;1;64.57;5970430
7/9/2020;Congo;0;0;64.57;5970430
6/9/2020;Congo;0;0;64.57;5970430
5/9/2020;Congo;0;0;64.57;5970430
4/9/2020;Congo;0;0;64.57;5970430
3/9/2020;Congo;0;0;64.57;5970430
2/9/2020;Congo;649;4;64.57;5970430
1/9/2020;Congo;0;0;64.57;5970430
31/8/2020;Congo;0;0;64.57;5970430
30/8/2020;Congo;0;0;64.57;5970430
29/8/2020;Congo;0;0;64.57;5970430
28/8/2020;Congo;0;0;64.57;5970430
27/8/2020;Congo;0;0;64.57;5970430
26/8/2020;Congo;129;1;64.57;5970430
25/8/2020;Congo;0;0;64.57;5970430
24/8/2020;Congo;0;0;64.57;5970430
23/8/2020;Congo;0;0;64.57;5970430
22/8/2020;Congo;0;0;64.57;5970430
21/8/2020;Congo;0;0;64.57;5970430
20/8/2020;Congo;15;1;64.57;5970430
19/8/2020;Congo;0;0;64.57;5970430
18/8/2020;Congo;0;0;64.57;5970430
17/8/2020;Congo;90;16;64.57;5970430
16/8/2020;Congo;0;0;64.57;5970430
15/8/2020;Congo;0;0;64.57;5970430
14/8/2020;Congo;0;0;64.57;5970430
13/8/2020;Congo;0;0;64.57;5970430
12/8/2020;Congo;81;2;64.57;5970430
11/8/2020;Congo;0;0;64.57;5970430
10/8/2020;Congo;0;0;64.57;5970430
9/8/2020;Congo;27;0;64.57;5970430
8/8/2020;Congo;0;0;64.57;5970430
7/8/2020;Congo;91;0;64.57;5970430
6/8/2020;Congo;0;0;64.57;5970430
5/8/2020;Congo;0;0;64.57;5970430
4/8/2020;Congo;159;2;64.57;5970430
3/8/2020;Congo;0;0;64.57;5970430
2/8/2020;Congo;11;0;64.57;5970430
1/8/2020;Congo;0;0;64.57;5970430
31/7/2020;Congo;176;2;64.57;5970430
30/7/2020;Congo;0;0;64.57;5970430
29/7/2020;Congo;0;0;64.57;5970430
28/7/2020;Congo;162;3;64.57;5970430
27/7/2020;Congo;0;0;64.57;5970430
26/7/2020;Congo;0;0;64.57;5970430
25/7/2020;Congo;0;0;64.57;5970430
24/7/2020;Congo;187;1;64.57;5970430
23/7/2020;Congo;0;0;64.57;5970430
22/7/2020;Congo;0;0;64.57;5970430
21/7/2020;Congo;218;1;64.57;5970430
20/7/2020;Congo;0;0;64.57;5970430
19/7/2020;Congo;0;0;64.57;5970430
18/7/2020;Congo;275;1;64.57;5970430
17/7/2020;Congo;0;0;64.57;5970430
16/7/2020;Congo;136;1;64.57;5970430
15/7/2020;Congo;119;0;64.57;5970430
14/7/2020;Congo;0;0;64.57;5970430
13/7/2020;Congo;75;0;64.57;5970430
12/7/2020;Congo;0;0;64.57;5970430
11/7/2020;Congo;207;0;64.57;5970430
10/7/2020;Congo;0;0;64.57;5970430
9/7/2020;Congo;264;3;64.57;5970430
8/7/2020;Congo;0;0;64.57;5970430
7/7/2020;Congo;0;0;64.57;5970430
6/7/2020;Congo;0;0;64.57;5970430
5/7/2020;Congo;0;0;64.57;5970430
4/7/2020;Congo;175;3;64.57;5970430
3/7/2020;Congo;0;0;64.57;5970430
2/7/2020;Congo;137;1;64.57;5970430
1/7/2020;Congo;0;0;64.57;5970430
30/6/2020;Congo;0;0;64.57;5970430
29/6/2020;Congo;0;0;64.57;5970430
28/6/2020;Congo;41;2;64.57;5970430
27/6/2020;Congo;0;0;64.57;5970430
26/6/2020;Congo;117;1;64.57;5970430
25/6/2020;Congo;0;0;64.57;5970430
24/6/2020;Congo;0;0;64.57;5970430
23/6/2020;Congo;74;9;64.57;5970430
22/6/2020;Congo;0;0;64.57;5970430
21/6/2020;Congo;130;1;64.57;5970430
20/6/2020;Congo;0;0;64.57;5970430
19/6/2020;Congo;0;0;64.57;5970430
18/6/2020;Congo;0;0;64.57;5970430
17/6/2020;Congo;0;0;64.57;5970430
16/6/2020;Congo;104;2;64.57;5970430
15/6/2020;Congo;0;0;64.57;5970430
14/6/2020;Congo;34;0;64.57;5970430
13/6/2020;Congo;0;0;64.57;5970430
12/6/2020;Congo;0;0;64.57;5970430
11/6/2020;Congo;17;1;64.57;5970430
10/6/2020;Congo;45;2;64.57;5970430
9/6/2020;Congo;0;0;64.57;5970430
8/6/2020;Congo;0;0;64.57;5970430
7/6/2020;Congo;44;2;64.57;5970430
6/6/2020;Congo;4;0;64.57;5970430
5/6/2020;Congo;17;0;64.57;5970430
4/6/2020;Congo;7;0;64.57;5970430
3/6/2020;Congo;0;0;64.57;5970430
2/6/2020;Congo;0;0;64.57;5970430
1/6/2020;Congo;24;1;64.57;5970430
31/5/2020;Congo;0;0;64.57;5970430
30/5/2020;Congo;16;0;64.57;5970430
29/5/2020;Congo;0;0;64.57;5970430
28/5/2020;Congo;2;0;64.57;5970430
27/5/2020;Congo;38;2;64.57;5970430
26/5/2020;Congo;44;1;64.57;5970430
25/5/2020;Congo;0;0;64.57;5970430
24/5/2020;Congo;18;0;64.57;5970430
23/5/2020;Congo;0;0;64.57;5970430
22/5/2020;Congo;49;1;64.57;5970430
21/5/2020;Congo;0;0;64.57;5970430
20/5/2020;Congo;8;0;64.57;5970430
19/5/2020;Congo;0;0;64.57;5970430
18/5/2020;Congo;0;0;64.57;5970430
17/5/2020;Congo;21;0;64.57;5970430
16/5/2020;Congo;0;0;64.57;5970430
15/5/2020;Congo;50;4;64.57;5970430
14/5/2020;Congo;8;0;64.57;5970430
13/5/2020;Congo;0;0;64.57;5970430
12/5/2020;Congo;46;1;64.57;5970430
11/5/2020;Congo;0;0;64.57;5970430
10/5/2020;Congo;0;0;64.57;5970430
9/5/2020;Congo;13;0;64.57;5970430
8/5/2020;Congo;10;0;64.57;5970430
7/5/2020;Congo;28;0;64.57;5970430
6/5/2020;Congo;0;0;64.57;5970430
5/5/2020;Congo;7;0;64.57;5970430
4/5/2020;Congo;0;0;64.57;5970430
3/5/2020;Congo;0;0;64.57;5970430
2/5/2020;Congo;9;1;64.57;5970430
1/5/2020;Congo;0;0;64.57;5970430
30/4/2020;Congo;13;1;64.57;5970430
29/4/2020;Congo;0;0;64.57;5970430
28/4/2020;Congo;7;0;64.57;5970430
27/4/2020;Congo;0;0;64.57;5970430
26/4/2020;Congo;0;2;64.57;5970430
25/4/2020;Congo;14;0;64.57;5970430
24/4/2020;Congo;0;0;64.57;5970430
23/4/2020;Congo;21;0;64.57;5970430
22/4/2020;Congo;5;0;64.57;5970430
21/4/2020;Congo;0;0;64.57;5970430
20/4/2020;Congo;17;0;64.57;5970430
19/4/2020;Congo;0;0;64.57;5970430
18/4/2020;Congo;26;1;64.57;5970430
17/4/2020;Congo;0;0;64.57;5970430
16/4/2020;Congo;43;0;64.57;5970430
15/4/2020;Congo;4;0;64.57;5970430
14/4/2020;Congo;0;0;64.57;5970430
13/4/2020;Congo;10;0;64.57;5970430
12/4/2020;Congo;0;0;64.57;5970430
11/4/2020;Congo;0;0;64.57;5970430
10/4/2020;Congo;0;0;64.57;5970430
9/4/2020;Congo;15;0;64.57;5970430
8/4/2020;Congo;0;0;64.57;5970430
7/4/2020;Congo;0;0;64.57;5970430
6/4/2020;Congo;0;0;64.57;5970430
5/4/2020;Congo;4;2;64.57;5970430
4/4/2020;Congo;0;0;64.57;5970430
3/4/2020;Congo;19;1;64.57;5970430
2/4/2020;Congo;0;0;64.57;5970430
1/4/2020;Congo;3;2;64.57;5970430
31/3/2020;Congo;0;0;64.57;5970430
30/3/2020;Congo;0;0;64.57;5970430
29/3/2020;Congo;15;0;64.57;5970430
28/3/2020;Congo;0;0;64.57;5970430
27/3/2020;Congo;0;0;64.57;5970430
26/3/2020;Congo;0;0;64.57;5970430
25/3/2020;Congo;0;0;64.57;5970430
24/3/2020;Congo;0;0;64.57;5970430
23/3/2020;Congo;0;0;64.57;5970430
22/3/2020;Congo;1;0;64.57;5970430
21/3/2020;Congo;0;0;64.57;5970430
20/3/2020;Congo;0;0;64.57;5970430
19/3/2020;Congo;2;0;64.57;5970430
18/3/2020;Congo;0;0;64.57;5970430
17/3/2020;Congo;0;0;64.57;5970430
16/3/2020;Congo;1;0;64.57;5970430
14/12/2020;Costa Rica;0;0;;
13/12/2020;Costa Rica;0;0;;
12/12/2020;Costa Rica;1132;13;;
11/12/2020;Costa Rica;1127;18;;
10/12/2020;Costa Rica;1258;18;;
9/12/2020;Costa Rica;1009;21;;
8/12/2020;Costa Rica;2736;52;;
7/12/2020;Costa Rica;0;0;;
6/12/2020;Costa Rica;0;0;;
5/12/2020;Costa Rica;1180;16;;
4/12/2020;Costa Rica;1165;18;;
3/12/2020;Costa Rica;1168;8;;
2/12/2020;Costa Rica;534;5;;
1/12/2020;Costa Rica;2545;36;;
30/11/2020;Costa Rica;0;0;;
29/11/2020;Costa Rica;0;0;;
28/11/2020;Costa Rica;1351;11;;
27/11/2020;Costa Rica;1222;5;;
26/11/2020;Costa Rica;1330;12;;
25/11/2020;Costa Rica;895;21;;
24/11/2020;Costa Rica;2877;33;;
23/11/2020;Costa Rica;0;0;;
22/11/2020;Costa Rica;0;0;;
21/11/2020;Costa Rica;1187;9;;
20/11/2020;Costa Rica;1219;11;;
19/11/2020;Costa Rica;1422;10;;
18/11/2020;Costa Rica;998;12;;
17/11/2020;Costa Rica;1369;20;;
16/11/2020;Costa Rica;0;0;;
15/11/2020;Costa Rica;1100;9;;
14/11/2020;Costa Rica;1184;10;;
13/11/2020;Costa Rica;1171;14;;
12/11/2020;Costa Rica;1202;11;;
11/11/2020;Costa Rica;979;11;;
10/11/2020;Costa Rica;1224;27;;
9/11/2020;Costa Rica;0;0;;
8/11/2020;Costa Rica;946;11;;
7/11/2020;Costa Rica;1050;9;;
6/11/2020;Costa Rica;1106;13;;
5/11/2020;Costa Rica;1141;12;;
4/11/2020;Costa Rica;863;15;;
3/11/2020;Costa Rica;1286;19;;
2/11/2020;Costa Rica;0;0;;
1/11/2020;Costa Rica;1105;14;;
31/10/2020;Costa Rica;1296;14;;
30/10/2020;Costa Rica;1017;17;;
29/10/2020;Costa Rica;1231;11;;
28/10/2020;Costa Rica;862;17;;
27/10/2020;Costa Rica;1372;30;;
26/10/2020;Costa Rica;0;0;;
25/10/2020;Costa Rica;1262;17;;
24/10/2020;Costa Rica;1210;14;;
23/10/2020;Costa Rica;1191;15;;
22/10/2020;Costa Rica;1503;14;;
21/10/2020;Costa Rica;847;18;;
20/10/2020;Costa Rica;1561;21;;
19/10/2020;Costa Rica;0;0;;
18/10/2020;Costa Rica;1166;15;;
17/10/2020;Costa Rica;1196;9;;
16/10/2020;Costa Rica;1372;25;;
15/10/2020;Costa Rica;1542;10;;
14/10/2020;Costa Rica;1015;16;;
13/10/2020;Costa Rica;1784;32;;
12/10/2020;Costa Rica;0;0;;
11/10/2020;Costa Rica;1386;21;;
10/10/2020;Costa Rica;1225;15;;
9/10/2020;Costa Rica;1331;16;;
8/10/2020;Costa Rica;1355;20;;
7/10/2020;Costa Rica;1013;17;;
6/10/2020;Costa Rica;1947;37;;
5/10/2020;Costa Rica;0;0;;
4/10/2020;Costa Rica;1353;20;;
3/10/2020;Costa Rica;1001;13;;
2/10/2020;Costa Rica;1068;13;;
1/10/2020;Costa Rica;1156;24;;
30/9/2020;Costa Rica;890;19;;
29/9/2020;Costa Rica;1665;33;;
28/9/2020;Costa Rica;0;0;;
27/9/2020;Costa Rica;1233;16;;
26/9/2020;Costa Rica;1357;17;;
25/9/2020;Costa Rica;1400;14;;
24/9/2020;Costa Rica;1370;21;;
23/9/2020;Costa Rica;1087;15;;
22/9/2020;Costa Rica;1890;39;;
21/9/2020;Costa Rica;0;0;;
20/9/2020;Costa Rica;1338;20;;
19/9/2020;Costa Rica;1556;20;;
18/9/2020;Costa Rica;1302;17;;
17/9/2020;Costa Rica;1378;16;;
16/9/2020;Costa Rica;787;12;;
15/9/2020;Costa Rica;1897;31;;
14/9/2020;Costa Rica;0;0;;
13/9/2020;Costa Rica;1485;7;;
12/9/2020;Costa Rica;1420;16;;
11/9/2020;Costa Rica;1325;24;;
10/9/2020;Costa Rica;1327;12;;
9/9/2020;Costa Rica;1117;21;;
8/9/2020;Costa Rica;1860;32;;
7/9/2020;Costa Rica;0;0;;
6/9/2020;Costa Rica;1240;9;;
5/9/2020;Costa Rica;1222;9;;
4/9/2020;Costa Rica;1153;7;;
3/9/2020;Costa Rica;1121;10;;
2/9/2020;Costa Rica;897;7;;
1/9/2020;Costa Rica;1588;18;;
31/8/2020;Costa Rica;0;0;;
30/8/2020;Costa Rica;1214;11;;
29/8/2020;Costa Rica;1193;10;;
28/8/2020;Costa Rica;985;11;;
27/8/2020;Costa Rica;1002;10;;
26/8/2020;Costa Rica;842;14;;
25/8/2020;Costa Rica;643;7;;
24/8/2020;Costa Rica;736;7;;
23/8/2020;Costa Rica;950;8;;
22/8/2020;Costa Rica;1059;7;;
21/8/2020;Costa Rica;666;12;;
20/8/2020;Costa Rica;766;7;;
19/8/2020;Costa Rica;559;10;;
18/8/2020;Costa Rica;619;10;;
17/8/2020;Costa Rica;728;3;;
16/8/2020;Costa Rica;806;10;;
15/8/2020;Costa Rica;802;9;;
14/8/2020;Costa Rica;1072;9;;
13/8/2020;Costa Rica;549;8;;
12/8/2020;Costa Rica;636;11;;
11/8/2020;Costa Rica;586;9;;
10/8/2020;Costa Rica;1204;7;;
9/8/2020;Costa Rica;1;10;;
8/8/2020;Costa Rica;1011;18;;
7/8/2020;Costa Rica;653;9;;
6/8/2020;Costa Rica;580;10;;
5/8/2020;Costa Rica;435;10;;
4/8/2020;Costa Rica;427;9;;
3/8/2020;Costa Rica;788;8;;
2/8/2020;Costa Rica;367;4;;
1/8/2020;Costa Rica;530;10;;
31/7/2020;Costa Rica;490;7;;
30/7/2020;Costa Rica;456;8;;
29/7/2020;Costa Rica;503;10;;
28/7/2020;Costa Rica;612;11;;
27/7/2020;Costa Rica;629;6;;
26/7/2020;Costa Rica;931;11;;
25/7/2020;Costa Rica;540;7;;
24/7/2020;Costa Rica;768;9;;
23/7/2020;Costa Rica;550;3;;
22/7/2020;Costa Rica;277;2;;
21/7/2020;Costa Rica;420;4;;
20/7/2020;Costa Rica;563;8;;
19/7/2020;Costa Rica;582;7;;
18/7/2020;Costa Rica;423;5;;
17/7/2020;Costa Rica;560;2;;
16/7/2020;Costa Rica;504;4;;
15/7/2020;Costa Rica;446;5;;
14/7/2020;Costa Rica;440;1;;
13/7/2020;Costa Rica;365;2;;
12/7/2020;Costa Rica;386;2;;
11/7/2020;Costa Rica;360;1;;
10/7/2020;Costa Rica;649;1;;
9/7/2020;Costa Rica;350;1;;
8/7/2020;Costa Rica;245;0;;
7/7/2020;Costa Rica;245;4;;
6/7/2020;Costa Rica;375;1;;
5/7/2020;Costa Rica;310;0;;
4/7/2020;Costa Rica;288;1;;
3/7/2020;Costa Rica;270;0;;
2/7/2020;Costa Rica;294;1;;
1/7/2020;Costa Rica;190;1;;
30/6/2020;Costa Rica;139;0;;
29/6/2020;Costa Rica;151;3;;
28/6/2020;Costa Rica;143;0;;
27/6/2020;Costa Rica;152;0;;
26/6/2020;Costa Rica;169;0;;
25/6/2020;Costa Rica;147;0;;
24/6/2020;Costa Rica;91;0;;
23/6/2020;Costa Rica;64;0;;
22/6/2020;Costa Rica;86;0;;
21/6/2020;Costa Rica;69;0;;
20/6/2020;Costa Rica;119;0;;
19/6/2020;Costa Rica;68;0;;
18/6/2020;Costa Rica;102;0;;
17/6/2020;Costa Rica;25;0;;
16/6/2020;Costa Rica;29;0;;
15/6/2020;Costa Rica;53;0;;
14/6/2020;Costa Rica;50;0;;
13/6/2020;Costa Rica;74;0;;
12/6/2020;Costa Rica;77;0;;
11/6/2020;Costa Rica;86;1;;
10/6/2020;Costa Rica;33;1;;
9/6/2020;Costa Rica;24;0;;
8/6/2020;Costa Rica;55;0;;
7/6/2020;Costa Rica;35;0;;
6/6/2020;Costa Rica;34;0;;
5/6/2020;Costa Rica;37;0;;
4/6/2020;Costa Rica;52;0;;
3/6/2020;Costa Rica;21;0;;
2/6/2020;Costa Rica;28;0;;
1/6/2020;Costa Rica;9;0;;
31/5/2020;Costa Rica;25;0;;
30/5/2020;Costa Rica;22;0;;
29/5/2020;Costa Rica;16;0;;
28/5/2020;Costa Rica;28;0;;
27/5/2020;Costa Rica;5;0;;
26/5/2020;Costa Rica;21;0;;
25/5/2020;Costa Rica;12;0;;
24/5/2020;Costa Rica;7;0;;
23/5/2020;Costa Rica;8;0;;
22/5/2020;Costa Rica;6;0;;
21/5/2020;Costa Rica;15;0;;
20/5/2020;Costa Rica;16;0;;
19/5/2020;Costa Rica;3;0;;
18/5/2020;Costa Rica;10;0;;
17/5/2020;Costa Rica;10;2;;
16/5/2020;Costa Rica;13;0;;
15/5/2020;Costa Rica;15;1;;
14/5/2020;Costa Rica;11;0;;
13/5/2020;Costa Rica;3;0;;
12/5/2020;Costa Rica;9;1;;
11/5/2020;Costa Rica;12;0;;
10/5/2020;Costa Rica;7;0;;
9/5/2020;Costa Rica;8;0;;
8/5/2020;Costa Rica;4;0;;
7/5/2020;Costa Rica;6;0;;
6/5/2020;Costa Rica;13;0;;
5/5/2020;Costa Rica;3;0;;
4/5/2020;Costa Rica;6;0;;
3/5/2020;Costa Rica;8;0;;
2/5/2020;Costa Rica;6;0;;
1/5/2020;Costa Rica;6;0;;
30/4/2020;Costa Rica;8;0;;
29/4/2020;Costa Rica;8;0;;
28/4/2020;Costa Rica;2;0;;
27/4/2020;Costa Rica;2;0;;
26/4/2020;Costa Rica;6;0;;
25/4/2020;Costa Rica;0;0;;
24/4/2020;Costa Rica;6;0;;
23/4/2020;Costa Rica;12;0;;
22/4/2020;Costa Rica;7;0;;
21/4/2020;Costa Rica;2;2;;
20/4/2020;Costa Rica;5;0;;
19/4/2020;Costa Rica;6;0;;
18/4/2020;Costa Rica;7;0;;
17/4/2020;Costa Rica;16;0;;
16/4/2020;Costa Rica;8;1;;
15/4/2020;Costa Rica;6;0;;
14/4/2020;Costa Rica;17;0;;
13/4/2020;Costa Rica;18;0;;
12/4/2020;Costa Rica;19;0;;
11/4/2020;Costa Rica;19;0;;
10/4/2020;Costa Rica;37;1;;
9/4/2020;Costa Rica;19;0;;
8/4/2020;Costa Rica;16;0;;
7/4/2020;Costa Rica;13;0;;
6/4/2020;Costa Rica;19;0;;
5/4/2020;Costa Rica;19;0;;
4/4/2020;Costa Rica;20;0;;
3/4/2020;Costa Rica;21;0;;
2/4/2020;Costa Rica;28;0;;
1/4/2020;Costa Rica;17;0;;
31/3/2020;Costa Rica;16;0;;
30/3/2020;Costa Rica;19;0;;
29/3/2020;Costa Rica;32;0;;
28/3/2020;Costa Rica;32;0;;
27/3/2020;Costa Rica;30;0;;
26/3/2020;Costa Rica;24;0;;
25/3/2020;Costa Rica;19;0;;
24/3/2020;Costa Rica;24;0;;
23/3/2020;Costa Rica;17;0;;
22/3/2020;Costa Rica;4;0;;
21/3/2020;Costa Rica;26;1;;
20/3/2020;Costa Rica;18;0;;
19/3/2020;Costa Rica;19;1;;
18/3/2020;Costa Rica;9;0;;
17/3/2020;Costa Rica;6;0;;
16/3/2020;Costa Rica;8;0;;
15/3/2020;Costa Rica;1;0;;
14/3/2020;Costa Rica;3;0;;
13/3/2020;Costa Rica;1;0;;
12/3/2020;Costa Rica;9;0;;
11/3/2020;Costa Rica;4;0;;
10/3/2020;Costa Rica;4;0;;
9/3/2020;Costa Rica;4;0;;
7/3/2020;Costa Rica;1;0;;
14/12/2020;Cote dIvoire;41;0;;
13/12/2020;Cote dIvoire;21;0;;
12/12/2020;Cote dIvoire;28;0;;
11/12/2020;Cote dIvoire;43;0;;
10/12/2020;Cote dIvoire;34;1;;
9/12/2020;Cote dIvoire;6;0;;
8/12/2020;Cote dIvoire;22;0;;
7/12/2020;Cote dIvoire;44;0;;
6/12/2020;Cote dIvoire;29;0;;
5/12/2020;Cote dIvoire;23;0;;
4/12/2020;Cote dIvoire;28;0;;
3/12/2020;Cote dIvoire;27;0;;
2/12/2020;Cote dIvoire;3;0;;
1/12/2020;Cote dIvoire;21;1;;
30/11/2020;Cote dIvoire;49;0;;
29/11/2020;Cote dIvoire;29;0;;
28/11/2020;Cote dIvoire;33;0;;
27/11/2020;Cote dIvoire;31;0;;
26/11/2020;Cote dIvoire;12;0;;
25/11/2020;Cote dIvoire;8;0;;
24/11/2020;Cote dIvoire;10;0;;
23/11/2020;Cote dIvoire;12;2;;
22/11/2020;Cote dIvoire;27;0;;
21/11/2020;Cote dIvoire;16;0;;
20/11/2020;Cote dIvoire;38;0;;
19/11/2020;Cote dIvoire;41;0;;
18/11/2020;Cote dIvoire;16;1;;
17/11/2020;Cote dIvoire;12;0;;
16/11/2020;Cote dIvoire;31;0;;
15/11/2020;Cote dIvoire;46;1;;
14/11/2020;Cote dIvoire;17;0;;
13/11/2020;Cote dIvoire;27;0;;
12/11/2020;Cote dIvoire;8;1;;
11/11/2020;Cote dIvoire;12;0;;
10/11/2020;Cote dIvoire;3;0;;
9/11/2020;Cote dIvoire;19;0;;
8/11/2020;Cote dIvoire;12;0;;
